                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    102,                0.62582,                 1.3292,                0.64187,                 1.0325,                 0.8689,                0.71963,                0.80127,                0.61463,                0.86215,                0.71495,                0.78765,                0.57691,                 0.8479,                 1.6883,                0.76319,                 1.2171,              0.0015001,              0.0015001,              0.0015001
                    103,                0.60948,                 1.2944,                0.61103,                 1.0128,                0.82077,                0.76168,                0.83135,                0.61668,                0.78037,                0.73364,                0.77111,                0.58002,                0.86777,                 1.7332,                0.74129,                 1.2312,              0.0014951,              0.0014951,              0.0014951
                    104,                0.63276,                 1.3177,                0.65407,                 1.0438,                0.75887,                0.80884,                0.81906,                0.61302,                0.74593,                0.75456,                0.76486,                0.57792,                0.86022,                 1.6781,                0.71225,                 1.2286,              0.0014901,              0.0014901,              0.0014901
                    105,                0.66107,                 1.3391,                0.65965,                 1.0301,                0.91331,                0.71963,                0.84768,                0.62818,                0.83306,                0.74618,                0.78835,                0.58392,                0.83924,                 1.6899,                0.74789,                 1.2111,              0.0014852,              0.0014852,              0.0014852
                    106,                0.64705,                 1.3212,                0.63738,                 1.0185,                0.81464,                0.75985,                0.84728,                 0.6234,                0.79854,                0.73832,                0.78628,                0.57598,                0.87434,                 1.7261,                0.79538,                 1.2484,              0.0014803,              0.0014803,              0.0014803
                    107,                0.60397,                 1.2878,                0.61234,                 1.0007,                0.87325,                0.74047,                0.84084,                0.61594,                   0.84,                0.71148,                0.77422,                0.58317,                0.82924,                 1.7091,                0.74844,                 1.2226,              0.0014753,              0.0014753,              0.0014753
                    108,                0.60338,                 1.2438,                0.57918,                 1.0162,                0.86713,                0.77103,                0.82975,                0.62968,                0.86162,                0.74766,                0.79435,                 0.5868,                0.80123,                 1.6722,                0.69882,                 1.1794,              0.0014703,              0.0014703,              0.0014703
                    109,                0.58721,                 1.1336,                 0.5805,                0.99859,                0.81596,                0.81308,                0.81841,                0.63239,                0.79709,                0.79439,                0.78703,                0.58283,                 0.7953,                  1.818,                0.73117,                 1.1855,              0.0014654,              0.0014654,              0.0014654
                    110,                0.61414,                 1.2761,                0.60761,                 1.0337,                0.84444,                0.74299,                0.83068,                0.63313,                0.83913,                0.73832,                0.79418,                0.58192,                0.80545,                 1.8286,                0.74531,                 1.1833,              0.0014605,              0.0014605,              0.0014605
                    111,                 0.6177,                 1.3341,                0.60717,                 1.0253,                0.75208,                0.82218,                0.83556,                0.64447,                0.78405,                 0.7243,                0.78498,                0.58834,                0.77797,                 1.7016,                0.71603,                 1.1776,              0.0014555,              0.0014555,              0.0014555
                    112,                0.63659,                 1.4284,                0.62012,                  1.023,                0.79864,                 0.7784,                0.82679,                0.62888,                0.86924,                0.71444,                0.78961,                0.59129,                0.82015,                 1.6846,                0.73432,                 1.2022,              0.0014505,              0.0014505,              0.0014505
                    113,                 0.6333,                 1.3549,                0.59926,                 1.0324,                0.87485,                0.75133,                0.84447,                0.64992,                0.88548,                0.75876,                0.81941,                0.61761,                0.80806,                 1.6378,                0.72577,                 1.2132,              0.0014456,              0.0014456,              0.0014456
                    114,                0.56684,                 1.1523,                0.53009,                0.98567,                0.82383,                0.75234,                0.81598,                0.60628,                0.81871,                0.74766,                0.78789,                0.57326,                0.81175,                 1.7668,                0.80888,                 1.1686,              0.0014406,              0.0014406,              0.0014406
                    115,                0.59746,                 1.2551,                0.59548,                0.99764,                0.79139,                0.78972,                0.81507,                0.61844,                0.78282,                 0.7757,                0.78899,                0.59234,                0.86164,                 1.9538,                0.81981,                 1.2199,              0.0014357,              0.0014357,              0.0014357
                    116,                0.57375,                 1.3434,                0.54934,                 1.0013,                0.80378,                0.80374,                0.83223,                0.62952,                0.78418,                0.77103,                0.79568,                0.58914,                0.84602,                 1.8475,                0.75492,                 1.2136,              0.0014307,              0.0014307,              0.0014307
                    117,                0.58012,                 1.2253,                0.53931,                0.99322,                0.80645,                0.81775,                0.84167,                0.63598,                0.79723,                0.80841,                 0.8199,                0.59631,                0.80287,                 1.6528,                0.68819,                 1.1818,              0.0014258,              0.0014258,              0.0014258
                    118,                0.62494,                 1.2316,                  0.604,                 1.0213,                0.87927,                0.74874,                0.85089,                0.64448,                0.87718,                0.70087,                0.79889,                0.59427,                 0.8072,                 1.6436,                0.75802,                 1.1764,              0.0014208,              0.0014208,              0.0014208
                    119,                0.60445,                 1.2422,                0.60305,                 1.0181,                0.84513,                0.76502,                  0.835,                0.62745,                0.87964,                0.70093,                0.79253,                 0.5865,                0.81579,                 1.7733,                0.81551,                 1.1804,              0.0014159,              0.0014159,              0.0014159
                    120,                0.62974,                  1.365,                0.59653,                 1.0135,                0.84188,                0.72155,                0.83724,                0.62579,                0.82553,                0.70753,                0.79397,                0.59839,                0.83284,                 1.6448,                 0.7726,                 1.2051,               0.001411,               0.001411,               0.001411
                    121,                0.60532,                 1.2726,                0.61952,                 1.0085,                0.80787,                0.77103,                0.84369,                0.62711,                0.81045,                0.75924,                0.81365,                 0.5902,                0.85231,                 1.6602,                0.73164,                 1.2259,               0.001406,               0.001406,               0.001406
                    122,                0.60239,                 1.2601,                0.57882,                 1.0166,                 0.7972,                0.78505,                0.83925,                0.63366,                0.78297,                0.77103,                0.79254,                0.59623,                0.82575,                 1.7266,                 0.7543,                 1.1753,              0.0014011,              0.0014011,              0.0014011
                    123,                0.60141,                 1.2519,                0.59291,                 1.0088,                0.83997,                0.76036,                0.84514,                0.62264,                 0.8194,                0.74299,                0.79005,                 0.5952,                0.84007,                 1.6993,                0.77447,                  1.196,              0.0013961,              0.0013961,              0.0013961
                    124,                0.61367,                 1.2648,                0.57672,                 1.0015,                0.79233,                0.78972,                0.82885,                0.62267,                0.80519,                0.75701,                0.80102,                0.58725,                0.79843,                 1.5968,                0.76433,                 1.1621,              0.0013912,              0.0013912,              0.0013912
                    125,                0.58128,                 1.2003,                0.55508,                0.98973,                0.79094,                0.78037,                0.81415,                0.60463,                0.82802,                0.71996,                0.77692,                0.57252,                  0.873,                 1.6278,                0.78629,                 1.2114,              0.0013862,              0.0013862,              0.0013862
                    126,                0.58335,                 1.1863,                0.57671,                0.99739,                0.81955,                0.75701,                0.83008,                0.61979,                0.82896,                0.68224,                0.76122,                0.57434,                0.84056,                 1.6827,                0.76473,                 1.2158,              0.0013813,              0.0013813,              0.0013813
                    127,                0.58987,                 1.2965,                0.58237,                0.99398,                0.89669,                0.74299,                0.85025,                0.64187,                0.88481,                0.73364,                0.80864,                0.59223,                0.81622,                 1.6183,                0.72735,                 1.1888,              0.0013763,              0.0013763,              0.0013763
                    128,                0.60578,                 1.2828,                0.56381,                 1.0103,                0.85742,                 0.8149,                0.85885,                0.64114,                0.87917,                0.78201,                 0.8226,                0.60041,                0.81815,                 1.6312,                0.70075,                 1.1851,              0.0013714,              0.0013714,              0.0013714
                    129,                0.60316,                 1.2658,                0.60777,                 1.0204,                 0.8262,                0.75527,                0.84842,                0.64305,                0.86105,                 0.7243,                0.80987,                0.58869,                0.79225,                 1.6558,                0.75506,                 1.1582,              0.0013664,              0.0013664,              0.0013664
                    130,                 0.5853,                 1.2218,                0.57841,                0.99835,                0.86545,                0.78152,                0.84954,                0.64306,                0.84485,                0.76335,                0.80918,                 0.5922,                0.79388,                 1.6208,                0.70216,                 1.1732,              0.0013615,              0.0013615,              0.0013615
                    131,                  0.606,                 1.2605,                0.58486,                 1.0023,                0.89821,                0.76636,                0.85736,                0.64491,                0.88795,                0.72897,                0.81415,                0.60386,                0.79068,                 1.5884,                0.73002,                 1.1678,              0.0013565,              0.0013565,              0.0013565
                    132,                0.58685,                 1.1771,                0.55273,                0.99212,                0.85725,                0.73832,                0.82651,                0.61986,                0.83872,                 0.7243,                0.77545,                0.57302,                0.84304,                 1.9507,                0.76682,                 1.2323,              0.0013515,              0.0013515,              0.0013515
                    133,                0.56135,                 1.1884,                0.56589,                 0.9926,                0.85469,                0.71963,                0.82332,                0.62043,                0.84359,                0.71028,                0.78078,                0.58134,                0.81005,                 1.5664,                0.81118,                 1.2077,              0.0013466,              0.0013466,              0.0013466
                    134,                0.59747,                 1.2906,                 0.5686,                 1.0076,                0.82055,                0.74766,                0.79557,                0.61221,                0.82875,                0.74629,                 0.7691,                0.56927,                0.82413,                 1.6212,                0.80941,                 1.2022,              0.0013417,              0.0013417,              0.0013417
                    135,                0.60976,                 1.1956,                0.57319,                 1.0145,                0.79855,                0.78505,                0.83856,                0.64242,                0.81336,                0.75234,                0.80231,                0.59339,                0.79919,                 1.7203,                0.76144,                 1.1572,              0.0013367,              0.0013367,              0.0013367
                    136,                0.57758,                 1.2268,                0.58343,                 1.0018,                0.88552,                0.70093,                0.83166,                 0.6224,                0.87962,                0.69626,                0.78666,                0.57859,                0.82052,                 1.6747,                0.75672,                 1.1963,              0.0013318,              0.0013318,              0.0013318
                    137,                 0.5534,                 1.1741,                0.55273,                0.98464,                0.85163,                0.80468,                0.84121,                0.62637,                0.82219,                0.77788,                0.79057,                0.59375,                0.80929,                 1.5593,                0.75052,                  1.185,              0.0013268,              0.0013268,              0.0013268
                    138,                0.61992,                 1.2745,                0.57119,                 1.0179,                0.84328,                0.75431,                0.84082,                0.62069,                0.84328,                0.75431,                 0.8095,                0.58808,                0.85908,                 1.7016,                0.75436,                 1.2147,              0.0013219,              0.0013219,              0.0013219
                    139,                0.57987,                 1.1499,                0.55472,                 1.0092,                0.81494,                0.76136,                0.81493,                0.60308,                0.81801,                0.75234,                0.77714,                0.57848,                0.87609,                 1.6473,                0.78767,                 1.2473,              0.0013169,              0.0013169,              0.0013169
                    140,                0.59803,                 1.2528,                   0.56,                 1.0002,                0.89056,                0.76054,                0.84019,                0.62647,                0.85678,                0.72684,                0.78765,                0.59879,                0.81863,                 1.5474,                 0.7181,                 1.1928,               0.001312,               0.001312,               0.001312
                    141,                0.55299,                  1.163,                0.52412,                0.98412,                0.88329,                0.73832,                0.84944,                0.63383,                0.85767,                0.72897,                0.80846,                0.62161,                  0.809,                 1.5602,                0.74803,                 1.1752,               0.001307,               0.001307,               0.001307
                    142,                0.56695,                 1.1554,                0.53155,                0.98531,                0.88302,                0.71028,                0.82402,                0.61486,                0.87219,                0.70158,                0.79659,                0.58479,                0.80745,                 1.6385,                0.77038,                 1.1678,               0.001302,               0.001302,               0.001302
                    143,                0.57201,                 1.2197,                0.54064,                 1.0027,                0.78273,                0.77441,                0.81465,                0.63564,                 0.7845,                0.76551,                0.78541,                0.59514,                0.77598,                 1.6295,                0.77901,                 1.1501,              0.0012971,              0.0012971,              0.0012971
                    144,                0.60493,                 1.2663,                0.57457,                 1.0039,                0.87005,                 0.7243,                0.83577,                0.64733,                0.86478,                0.71724,                0.80664,                0.62471,                0.82505,                 1.6337,                0.72252,                 1.1849,              0.0012922,              0.0012922,              0.0012922
                    145,                0.54458,                 1.1489,                0.52552,                0.98439,                0.80559,                0.79388,                0.84699,                0.64072,                0.78354,                0.78037,                0.80223,                0.59694,                 0.8009,                 1.6293,                0.73401,                  1.164,              0.0012872,              0.0012872,              0.0012872
                    146,                0.56867,                 1.1302,                0.52449,                0.97923,                0.89299,                0.77993,                0.86601,                0.63818,                0.86092,                0.75205,                0.80496,                0.60023,                0.83254,                 1.8671,                0.68504,                 1.2464,              0.0012822,              0.0012822,              0.0012822
                    147,                0.57542,                 1.1164,                0.53868,                0.99275,                0.86669,                 0.7757,                0.82894,                0.61496,                0.83409,                0.75701,                0.78008,                0.58128,                0.84921,                 1.9398,                0.77387,                 1.2676,              0.0012773,              0.0012773,              0.0012773
                    148,                0.56938,                 1.1832,                0.53371,                0.99158,                0.80438,                0.79439,                0.84259,                0.63731,                0.86639,                0.72897,                0.81552,                0.59724,                0.82263,                 1.8094,                0.73261,                 1.2219,              0.0012724,              0.0012724,              0.0012724
                    149,                0.56694,                 1.2051,                0.53352,                0.99199,                0.82272,                0.79907,                0.85039,                0.63391,                0.80395,                0.76649,                0.80765,                0.61066,                0.82691,                 1.6856,                0.71648,                  1.201,              0.0012674,              0.0012674,              0.0012674
                    150,                0.56178,                 1.1639,                0.54303,                0.98424,                0.85779,                0.77103,                0.86779,                0.66418,                0.83023,                0.74299,                0.81413,                0.62338,                0.77549,                  1.608,                0.73108,                  1.156,              0.0012624,              0.0012624,              0.0012624
                    151,                 0.5583,                 1.0903,                0.50661,                 1.0003,                0.85782,                0.76168,                0.83711,                0.64353,                 0.8477,                0.73832,                0.79833,                0.59839,                 0.7296,                 1.6633,                0.70626,                 1.1132,              0.0012575,              0.0012575,              0.0012575
                    152,                0.53337,                 1.1031,                0.51736,                0.97657,                0.82013,                0.76636,                0.84171,                0.63481,                0.82756,                0.74005,                 0.7936,                0.60216,                0.76718,                 1.7722,                0.74094,                  1.149,              0.0012526,              0.0012526,              0.0012526
                    153,                0.55881,                 1.1305,                0.52657,                0.98991,                 0.8051,                0.77212,                0.85434,                  0.632,                 0.7723,                0.77103,                0.80275,                0.58986,                0.75048,                 1.8161,                0.72092,                 1.1446,              0.0012476,              0.0012476,              0.0012476
                    154,                0.58654,                  1.148,                0.55057,                 1.0004,                0.85195,                0.77103,                0.84387,                0.63868,                0.83633,                0.75701,                0.79885,                0.60317,                0.80063,                 1.6791,                0.73648,                 1.1797,              0.0012426,              0.0012426,              0.0012426
                    155,                0.55809,                 1.1353,                0.54374,                0.99013,                0.83457,                0.78505,                0.83962,                0.63675,                  0.813,                0.75701,                0.78795,                0.58108,                0.80598,                 1.6553,                0.72082,                 1.1863,              0.0012377,              0.0012377,              0.0012377
                    156,                0.52549,                 1.0686,                0.53383,                 0.9765,                0.86243,                0.76164,                0.84796,                0.64343,                0.84024,                0.74299,                0.79441,                0.59661,                0.83282,                 1.7083,                0.73192,                 1.2304,              0.0012328,              0.0012328,              0.0012328
                    157,                0.54951,                 1.1247,                0.52864,                0.99124,                0.79346,                0.82577,                0.85532,                0.63991,                0.78163,                0.78037,                 0.8079,                0.60062,                0.81313,                 1.6756,                0.69926,                  1.181,              0.0012278,              0.0012278,              0.0012278
                    158,                0.56182,                 1.1412,                0.51638,                0.98922,                0.80104,                0.80841,                0.83824,                0.63522,                0.81974,                0.74377,                0.78279,                0.58041,                0.77066,                 1.7123,                0.71579,                 1.1533,              0.0012228,              0.0012228,              0.0012228
                    159,                0.53468,                 1.0901,                0.49737,                0.96855,                 0.8051,                0.76636,                0.82713,                0.63569,                 0.8248,                0.71963,                0.77762,                0.58357,                0.80432,                 1.7889,                0.70288,                 1.2001,              0.0012179,              0.0012179,              0.0012179
                    160,                0.51278,                 1.0401,                0.50008,                0.96479,                0.83933,                0.75234,                0.84437,                0.65002,                0.85477,                0.71509,                0.79975,                0.60629,                0.80219,                 1.6727,                0.74937,                 1.1998,              0.0012129,              0.0012129,              0.0012129
                    161,                 0.5552,                  1.145,                0.52364,                0.99008,                0.84688,                 0.7495,                0.83084,                0.64247,                0.83598,                0.73834,                0.79398,                0.60408,                0.78414,                 1.6636,                0.74873,                 1.1777,               0.001208,               0.001208,               0.001208
                    162,                0.55601,                 1.2034,                0.52888,                0.98663,                0.83573,                0.76168,                0.85942,                0.65768,                0.81522,                0.74299,                 0.8104,                0.62879,                0.79638,                 1.6144,                0.70414,                 1.1856,               0.001203,               0.001203,               0.001203
                    163,                0.54524,                 1.1222,                0.51666,                0.98809,                0.87275,                0.74299,                0.82876,                0.60988,                0.85079,                 0.7243,                0.77242,                 0.5705,                0.86028,                  1.774,                0.74846,                 1.2501,              0.0011981,              0.0011981,              0.0011981
                    164,                0.55125,                 1.1855,                0.52242,                 0.9776,                0.83946,                0.78505,                0.82081,                0.60901,                0.81685,                0.75028,                0.76817,                0.56309,                0.81033,                 1.7067,                0.70673,                  1.202,              0.0011932,              0.0011932,              0.0011932
                    165,                0.53115,                 1.1242,                0.49429,                0.98226,                0.90294,                 0.7757,                0.85488,                0.64367,                0.87574,                0.75234,                0.79849,                0.60141,                0.81491,                 1.7337,                0.68342,                 1.1828,              0.0011882,              0.0011882,              0.0011882
                    166,                0.54098,                 1.1227,                0.49905,                0.96866,                 0.8482,                 0.7833,                0.84526,                0.64901,                 0.8219,                0.75476,                0.80141,                0.60276,                0.80171,                 1.6547,                 0.7169,                 1.1876,              0.0011833,              0.0011833,              0.0011833
                    167,                0.54784,                   1.12,                 0.5118,                0.98357,                0.83015,                0.77654,                0.84332,                0.63893,                0.81017,                0.75785,                0.79654,                 0.6033,                 0.8164,                 1.6648,                0.69966,                  1.196,              0.0011783,              0.0011783,              0.0011783
                    168,                 0.5395,                 1.0929,                 0.5001,                0.99222,                0.88105,                0.75701,                0.84805,                0.62736,                0.85218,                0.73364,                0.78918,                0.59837,                0.83112,                 1.7055,                0.73604,                 1.1888,              0.0011734,              0.0011734,              0.0011734
                    169,                0.54158,                 1.1055,                0.51152,                0.97141,                 0.8968,                0.74766,                0.85206,                0.63057,                 0.8517,                 0.7246,                0.78768,                0.58527,                0.82032,                 1.9426,                0.69118,                 1.2202,              0.0011684,              0.0011684,              0.0011684
                    170,                0.54709,                 1.0741,                0.52084,                0.98168,                0.82726,                0.85514,                0.86878,                0.65764,                0.80659,                 0.8271,                0.82177,                0.61276,                0.79145,                 1.7686,                 0.6367,                 1.1721,              0.0011635,              0.0011635,              0.0011635
                    171,                0.53999,                  1.175,                0.50699,                0.97171,                0.82371,                0.83645,                0.87739,                0.66539,                0.89184,                0.73832,                0.81912,                0.62208,                0.78009,                 1.5785,                 0.6655,                 1.1791,              0.0011585,              0.0011585,              0.0011585
                    172,                0.52998,                 1.1944,                 0.5147,                0.96899,                 0.8739,                0.78972,                0.85988,                0.63645,                0.85921,                0.74299,                0.79121,                0.60149,                0.80838,                  1.595,                 0.7205,                 1.1813,              0.0011536,              0.0011536,              0.0011536
                    173,                 0.5215,                 1.0891,                0.47942,                0.96487,                0.84141,                0.79907,                0.85001,                 0.6279,                0.84828,                0.75234,                0.79387,                0.60275,                0.79238,                  1.572,                  0.697,                 1.1788,              0.0011486,              0.0011486,              0.0011486
                    174,                0.51471,                 1.0199,                0.47309,                  0.975,                0.90119,                0.76718,                0.83832,                0.62892,                0.86913,                0.73832,                0.77149,                0.58798,                0.81223,                 1.7724,                0.72784,                 1.2102,              0.0011437,              0.0011437,              0.0011437
                    175,                0.54182,                 1.0765,                0.49237,                0.96709,                0.86734,                0.79434,                0.84781,                 0.6352,                0.83128,                0.75977,                0.77948,                0.58994,                0.79197,                 1.7555,                0.72197,                 1.1861,              0.0011387,              0.0011387,              0.0011387
                    176,                0.53964,                 1.1336,                  0.511,                0.98279,                0.80646,                0.79907,                0.85071,                0.63963,                 0.7957,                 0.7644,                0.78991,                0.60654,                0.78577,                  1.664,                0.73675,                 1.1657,              0.0011337,              0.0011337,              0.0011337
                    177,                0.54395,                 1.0581,                0.49173,                0.96794,                0.82837,                0.80374,                0.84754,                0.65085,                0.78615,                0.80741,                0.79977,                0.61985,                 0.7453,                  1.615,                0.70599,                 1.1189,              0.0011288,              0.0011288,              0.0011288
                    178,                0.53714,                 1.0515,                 0.4747,                 0.9725,                0.84525,                 0.7757,                 0.8574,                0.65662,                0.81724,                0.75234,                0.80932,                0.62739,                 0.7727,                 1.6297,                 0.6966,                 1.1488,              0.0011239,              0.0011239,              0.0011239
                    179,                  0.532,                 1.1023,                0.50154,                0.98592,                0.90575,                0.76342,                0.86726,                  0.664,                0.86826,                0.73917,                0.81689,                0.62795,                0.79321,                 1.6728,                0.70857,                 1.1675,              0.0011189,              0.0011189,              0.0011189
                    180,                0.55187,                 1.0893,                0.50125,                0.98531,                0.85162,                0.78037,                0.84988,                0.64887,                0.86186,                0.74299,                0.79136,                0.60778,                0.78849,                 1.7322,                0.72257,                 1.1755,               0.001114,               0.001114,               0.001114
                    181,                0.50597,                 1.0624,                  0.472,                0.95595,                0.81126,                0.80344,                0.85723,                0.66539,                0.84189,                0.74299,                0.81514,                0.62928,                0.77394,                  1.697,                 0.7098,                 1.1522,               0.001109,               0.001109,               0.001109
                    182,                0.53309,                 1.0356,                0.47636,                0.97161,                0.80097,                0.80841,                  0.854,                0.66666,                 0.7881,                0.78037,                0.80662,                0.62396,                0.77371,                 1.6274,                0.74357,                   1.17,              0.0011041,              0.0011041,              0.0011041
                    183,                0.50316,                0.99887,                0.45771,                0.96422,                0.85928,                0.79898,                0.86762,                0.67601,                0.84915,                0.78912,                0.83349,                  0.639,                0.75939,                 1.6017,                0.68044,                 1.1329,              0.0010991,              0.0010991,              0.0010991
                    184,                 0.5283,                 1.0789,                0.48866,                 0.9696,                0.86902,                0.80609,                0.86458,                 0.6737,                0.85391,                0.79207,                0.82753,                0.63303,                0.78084,                 1.5963,                0.67075,                  1.158,              0.0010941,              0.0010941,              0.0010941
                    185,                0.51518,                 1.0354,                0.46415,                 0.9562,                0.82355,                0.76636,                0.82862,                0.64981,                0.77566,                0.75936,                0.79645,                0.61925,                0.76483,                 1.6945,                0.74873,                 1.1457,              0.0010892,              0.0010892,              0.0010892
                    186,                0.53976,                 1.0342,                0.50462,                0.96433,                0.86279,                0.75234,                0.83157,                0.63855,                0.82491,                0.71963,                0.78791,                0.60857,                0.77256,                  1.923,                0.76359,                 1.1714,              0.0010842,              0.0010842,              0.0010842
                    187,                0.49108,                 1.0352,                0.47117,                0.95322,                0.88372,                0.74581,                0.84103,                0.64992,                0.84618,                0.74299,                0.81108,                0.62819,                0.77669,                 1.8957,                0.72317,                 1.1576,              0.0010793,              0.0010793,              0.0010793
                    188,                0.51473,                 1.0407,                0.48359,                 0.9717,                0.84852,                0.78527,                0.84523,                0.65371,                0.82331,                0.76211,                0.80836,                0.61579,                0.78127,                 1.6811,                0.67567,                 1.1594,              0.0010743,              0.0010743,              0.0010743
                    189,                 0.4988,                 1.0268,                0.46508,                0.96766,                0.84273,                0.79439,                0.84444,                0.64681,                0.80893,                0.76168,                0.80021,                0.61682,                0.77462,                 1.6886,                0.72716,                 1.1481,              0.0010694,              0.0010694,              0.0010694
                    190,                0.50802,                 1.0073,                0.46361,                0.96442,                0.78536,                0.77103,                0.81676,                0.64122,                0.81788,                0.71028,                0.77719,                0.58605,                0.76764,                 1.7974,                0.69751,                 1.1598,              0.0010645,              0.0010645,              0.0010645
                    191,                0.49245,                 1.0524,                0.47207,                0.94545,                0.83864,                0.78037,                 0.8355,                0.64651,                0.82267,                0.76636,                0.80006,                 0.6033,                 0.7934,                 1.7137,                0.70388,                  1.175,              0.0010595,              0.0010595,              0.0010595
                    192,                0.50973,                 1.0638,                0.45794,                 0.9571,                0.80137,                 0.7918,                0.83364,                0.63934,                0.87271,                0.70482,                0.79333,                0.59949,                0.76974,                 1.7152,                0.70137,                  1.171,              0.0010545,              0.0010545,              0.0010545
                    193,                 0.5203,                 1.0926,                0.46793,                0.96592,                0.81509,                0.80336,                 0.8385,                  0.641,                0.80603,                0.77674,                0.78715,                0.59587,                0.74631,                 1.6292,                0.69957,                 1.1569,              0.0010496,              0.0010496,              0.0010496
                    194,                0.51311,                 1.0629,                0.45589,                0.96676,                0.79454,                0.81319,                0.84598,                0.63135,                0.77559,                0.78505,                0.77776,                0.58252,                0.74078,                 1.5976,                0.67804,                 1.1419,              0.0010447,              0.0010447,              0.0010447
                    195,                0.51397,                 1.0192,                0.46366,                0.96606,                0.82776,                0.77103,                0.82619,                 0.6322,                0.82934,                0.74938,                0.77961,                0.59584,                0.81018,                 1.7209,                0.70696,                 1.2264,              0.0010397,              0.0010397,              0.0010397
