                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    306,                0.41686,                0.91117,                0.35746,                0.92588,                0.81749,                0.83724,                0.87951,                0.70453,                0.90153,                0.77005,                0.84459,                0.65971,                0.72758,                 1.7901,                0.61764,                 1.1601,             0.00049025,             0.00049025,             0.00049025
                    307,                0.44993,                0.84991,                0.37647,                 0.9364,                0.88732,                0.76636,                0.86125,                0.69566,                  0.878,                0.75701,                 0.8316,                0.64791,                0.71737,                 1.7186,                0.64691,                  1.156,              0.0004853,              0.0004853,              0.0004853
                    308,                0.42182,                0.81814,                0.36745,                0.91925,                0.83521,                0.78159,                0.84963,                0.68123,                0.83521,                0.78159,                0.81348,                0.62992,                0.71953,                 1.7256,                0.65974,                 1.1492,             0.00048035,             0.00048035,             0.00048035
                    309,                0.41163,                0.81484,                0.35859,                0.91867,                0.84436,                 0.7757,                0.85708,                0.69011,                0.84436,                 0.7757,                0.82314,                0.64285,                0.69696,                 1.6522,                0.65297,                  1.132,              0.0004754,              0.0004754,              0.0004754
                    310,                 0.4133,                0.79143,                 0.3496,                 0.9187,                0.83828,                0.77509,                0.85122,                0.67916,                0.82821,                0.76597,                0.81975,                0.63818,                 0.6912,                 1.7291,                0.68152,                 1.1271,             0.00047045,             0.00047045,             0.00047045
                    311,                0.40793,                0.82555,                0.35516,                0.90716,                 0.8843,                0.75003,                0.82925,                 0.6735,                0.86777,                0.73601,                0.80286,                0.62663,                0.71192,                 1.7211,                0.67612,                 1.1434,              0.0004655,              0.0004655,              0.0004655
                    312,                0.41308,                0.79314,                0.34807,                0.91939,                0.86701,                0.76163,                 0.8324,                0.67398,                0.86701,                0.76163,                0.81639,                0.62956,                0.70687,                 1.6987,                0.66379,                 1.1309,             0.00046055,             0.00046055,             0.00046055
                    313,                 0.4257,                0.85843,                0.36926,                0.92193,                0.84452,                0.75701,                0.82781,                0.67261,                0.85961,                0.73832,                0.80579,                0.62249,                0.73121,                 1.6248,                0.65558,                 1.1538,              0.0004556,              0.0004556,              0.0004556
                    314,                0.45113,                 0.8147,                0.37703,                0.93193,                0.87076,                0.75565,                 0.8363,                0.67597,                 0.8652,                0.74981,                0.80718,                0.63009,                0.70732,                 1.6257,                 0.6541,                  1.136,             0.00045065,             0.00045065,             0.00045065
                    315,                0.42389,                 0.7791,                0.35379,                0.92634,                0.85697,                0.78505,                0.84496,                0.67422,                0.85054,                 0.7712,                0.80685,                0.62591,                0.70138,                 1.6262,                0.64358,                 1.1319,              0.0004457,              0.0004457,              0.0004457
                    316,                0.42592,                0.82081,                0.37028,                0.92894,                 0.9106,                0.74766,                0.84892,                0.67273,                0.89065,                0.72897,                0.79923,                0.62382,                 0.7153,                 1.6403,                0.63783,                 1.1424,             0.00044075,             0.00044075,             0.00044075
                    317,                0.41595,                0.85214,                0.35545,                0.92594,                0.88981,                0.75467,                0.85897,                0.67574,                 0.8678,                0.73617,                0.80762,                0.62677,                0.70884,                 1.6801,                0.63057,                 1.1383,              0.0004358,              0.0004358,              0.0004358
                    318,                0.40375,                0.79512,                 0.3464,                0.90971,                0.88719,                0.73499,                0.85124,                0.66928,                0.89226,                0.71963,                0.81184,                0.62033,                0.70897,                 1.7375,                0.64773,                 1.1401,             0.00043085,             0.00043085,             0.00043085
                    319,                 0.4121,                0.81432,                0.35588,                0.91488,                0.89817,                 0.7243,                0.84794,                0.68181,                0.89503,                0.71963,                0.81257,                0.63047,                0.68627,                 1.7334,                0.66597,                 1.1159,              0.0004259,              0.0004259,              0.0004259
                    320,                 0.3912,                0.79671,                0.34121,                0.90605,                0.90475,                0.71018,                0.84869,                0.68745,                0.89773,                0.70093,                0.81206,                0.63979,                 0.6902,                 1.7305,                0.66155,                  1.119,             0.00042095,             0.00042095,             0.00042095
                    321,                0.40661,                0.78681,                0.34739,                0.92739,                0.88148,                0.73832,                0.85075,                0.68569,                0.88017,                0.72081,                0.80345,                 0.6309,                0.70313,                 1.7048,                0.68631,                 1.1328,               0.000416,               0.000416,               0.000416
                    322,                0.39987,                0.78044,                0.35145,                0.91075,                0.85707,                0.75701,                0.85349,                0.68703,                0.86709,                0.73166,                0.81634,                 0.6307,                0.70802,                 1.6946,                0.67248,                  1.137,             0.00041105,             0.00041105,             0.00041105
                    323,                0.41422,                0.81531,                0.34123,                0.93275,                0.83887,                 0.7757,                0.84569,                0.68186,                0.83381,                0.77103,                0.81603,                 0.6282,                0.71397,                  1.739,                0.66811,                  1.143,              0.0004061,              0.0004061,              0.0004061
                    324,                0.39504,                0.81883,                0.35207,                0.90226,                0.86475,                0.74696,                0.83919,                0.68072,                0.85195,                0.75294,                 0.8145,                0.62909,                0.69955,                  1.643,                0.66527,                 1.1145,             0.00040115,             0.00040115,             0.00040115
                    325,                0.42716,                0.82058,                0.35589,                0.93588,                0.81828,                0.80374,                0.85298,                0.68376,                0.81898,                0.79907,                0.82334,                0.63539,                0.70458,                 1.5882,                0.67039,                 1.1193,              0.0003962,              0.0003962,              0.0003962
                    326,                0.40727,                0.78376,                0.35267,                0.91047,                0.81528,                0.82496,                0.85107,                0.68445,                 0.7997,                0.79907,                0.81111,                 0.6336,                0.72454,                 1.6243,                0.68325,                 1.1469,             0.00039125,             0.00039125,             0.00039125
                    327,                0.40699,                0.79945,                0.34881,                0.92924,                0.87741,                0.75234,                0.85066,                0.68326,                0.88197,                0.73328,                0.81176,                0.63453,                0.71146,                 1.6893,                0.68903,                 1.1388,              0.0003863,              0.0003863,              0.0003863
                    328,                0.42583,                0.78996,                0.36736,                0.92152,                0.87605,                0.75964,                 0.8367,                0.66235,                0.86227,                0.72897,                0.78286,                0.62096,                0.73037,                 1.7193,                0.69847,                 1.1575,             0.00038135,             0.00038135,             0.00038135
                    329,                0.40567,                0.86045,                0.35086,                0.91533,                0.88067,                0.76168,                0.84194,                0.67165,                0.86435,                0.74766,                0.79821,                   0.63,                0.70815,                 1.6858,                 0.6671,                 1.1385,              0.0003764,              0.0003764,              0.0003764
                    330,                0.38159,                0.74935,                0.34217,                0.90688,                 0.8372,                0.80374,                0.84869,                0.67592,                0.82675,                0.78972,                0.80546,                0.63611,                0.69911,                 1.6339,                0.65283,                 1.1361,             0.00037145,             0.00037145,             0.00037145
                    331,                0.42908,                0.81528,                 0.3595,                0.94093,                0.83458,                0.82519,                0.85833,                0.69377,                0.83206,                0.76404,                0.81046,                0.64619,                0.68832,                   1.69,                0.66842,                 1.1364,              0.0003665,              0.0003665,              0.0003665
                    332,                0.40045,                0.76445,                0.35273,                0.91153,                0.85465,                0.76935,                0.85054,                0.68937,                0.85096,                0.74707,                0.80149,                0.64094,                0.69876,                 1.7009,                0.68186,                 1.1382,             0.00036155,             0.00036155,             0.00036155
                    333,                0.41062,                0.78169,                0.35489,                0.91011,                0.82972,                0.79439,                0.84668,                0.68411,                 0.8159,                0.78037,                0.80317,                0.64504,                0.72123,                 1.7102,                0.66661,                 1.1487,              0.0003566,              0.0003566,              0.0003566
                    334,                0.40247,                 0.7321,                0.34355,                0.91964,                 0.8223,                 0.8217,                0.85458,                0.68628,                0.85596,                0.76168,                0.81017,                 0.6449,                0.71841,                 1.6819,                0.65885,                 1.1407,             0.00035165,             0.00035165,             0.00035165
                    335,                0.41619,                0.81879,                0.34419,                0.91575,                0.83877,                0.82653,                0.85595,                0.68774,                0.83707,                0.78037,                 0.8095,                0.64993,                 0.7133,                 1.6708,                0.65536,                 1.1385,              0.0003467,              0.0003467,              0.0003467
                    336,                0.41104,                0.78977,                0.35249,                0.91689,                0.80612,                0.81602,                0.84879,                0.68811,                0.85741,                0.75867,                0.80569,                0.64762,                0.71873,                 1.6641,                0.66204,                 1.1544,             0.00034175,             0.00034175,             0.00034175
                    337,                0.40303,                0.80734,                0.35016,                0.91374,                0.83317,                0.77013,                  0.841,                0.68178,                0.81984,                0.76551,                0.80362,                0.64213,                 0.7268,                 1.7094,                0.68758,                 1.1618,              0.0003368,              0.0003368,              0.0003368
                    338,                0.39677,                0.77395,                0.33182,                0.90573,                0.80506,                0.79439,                0.84437,                0.67861,                0.79764,                0.76636,                0.79707,                0.63756,                   0.74,                   1.76,                0.67826,                 1.1635,             0.00033185,             0.00033185,             0.00033185
                    339,                0.40415,                0.76879,                0.34078,                0.91454,                0.80712,                0.79439,                0.84319,                0.68563,                0.80117,                0.77202,                0.80168,                0.63588,                0.72366,                 1.8189,                0.68074,                 1.1547,              0.0003269,              0.0003269,              0.0003269
                    340,                0.39929,                0.75013,                0.33713,                0.91048,                0.81682,                0.81267,                0.85612,                0.69293,                 0.8159,                0.79439,                 0.8155,                0.65098,                0.71789,                 1.7684,                0.66301,                  1.152,             0.00032195,             0.00032195,             0.00032195
                    341,                0.38828,                0.84627,                0.34176,                0.91909,                0.89358,                0.72897,                0.85678,                 0.6924,                0.82016,                0.76721,                0.81427,                0.65342,                0.69887,                 1.6842,                 0.6789,                  1.133,               0.000317,               0.000317,               0.000317
                    342,                0.40376,                0.79179,                 0.3441,                0.91126,                0.88879,                0.76168,                0.86491,                0.69306,                0.87027,                0.74766,                0.81557,                0.65528,                0.70114,                  1.587,                0.67079,                 1.1257,             0.00031205,             0.00031205,             0.00031205
                    343,                0.39367,                0.79102,                0.33906,                0.91135,                 0.8611,                0.78972,                0.86439,                0.68448,                0.84024,                0.77103,                0.81814,                0.65071,                0.70812,                 1.6055,                0.66803,                 1.1253,              0.0003071,              0.0003071,              0.0003071
                    344,                0.38998,                0.76726,                0.33098,                0.90476,                0.87588,                0.75845,                0.84902,                0.68266,                0.89972,                 0.7243,                0.81259,                 0.6398,                0.69813,                 1.6537,                0.67737,                  1.116,             0.00030215,             0.00030215,             0.00030215
                    345,                0.40774,                0.75897,                 0.3354,                0.91909,                0.87296,                0.76168,                0.84947,                0.67808,                0.85672,                0.74766,                0.80851,                0.63753,                0.70314,                 1.7073,                0.68288,                 1.1109,              0.0002972,              0.0002972,              0.0002972
                    346,                0.38927,                0.77403,                0.34148,                 0.9083,                0.83246,                0.80841,                0.85233,                0.69065,                 0.8192,                0.79439,                 0.8245,                 0.6494,                0.70105,                 1.6569,                0.66197,                 1.1099,             0.00029225,             0.00029225,             0.00029225
                    347,                0.39759,                0.74837,                 0.3292,                0.91148,                0.82422,                0.82243,                0.85712,                0.69371,                0.80531,                0.80374,                0.81935,                0.64596,                0.68094,                 1.6426,                0.65877,                 1.0922,              0.0002873,              0.0002873,              0.0002873
                    348,                0.40578,                0.77938,                0.35628,                 0.9167,                0.82307,                0.81776,                0.84239,                0.69208,                0.87056,                0.74766,                0.81152,                0.64394,                0.69675,                 1.6142,                0.69123,                 1.1027,             0.00028235,             0.00028235,             0.00028235
                    349,                0.39801,                 0.7431,                0.33794,                0.90316,                0.82132,                0.80841,                0.83905,                 0.6789,                0.89091,                 0.7243,                0.80373,                0.63458,                0.70169,                 1.6683,                0.68202,                 1.1094,              0.0002774,              0.0002774,              0.0002774
                    350,                 0.4045,                0.76237,                0.33351,                 0.9095,                0.84551,                0.79284,                0.85098,                0.68745,                0.83522,                0.78163,                0.81536,                0.64542,                0.69943,                 1.6687,                0.66672,                 1.1114,             0.00027245,             0.00027245,             0.00027245
                    351,                0.39428,                 0.7682,                0.34881,                0.92486,                0.82868,                0.80374,                0.85887,                0.69254,                0.83029,                0.77732,                0.81422,                 0.6483,                 0.7007,                 1.6848,                0.66978,                 1.1232,              0.0002675,              0.0002675,              0.0002675
                    352,                0.38719,                0.75044,                0.32624,                0.90549,                0.80689,                0.81776,                0.85772,                0.69527,                0.80996,                0.77673,                0.81655,                0.64594,                0.68395,                 1.6595,                0.67788,                 1.1109,             0.00026255,             0.00026255,             0.00026255
                    353,                0.41422,                0.78966,                0.33906,                0.91979,                0.84965,                0.78505,                0.84966,                0.70009,                0.83934,                 0.7757,                0.81219,                 0.6428,                0.66837,                 1.6375,                0.65566,                 1.0923,              0.0002576,              0.0002576,              0.0002576
                    354,                0.40931,                0.78292,                0.35061,                0.90044,                0.85999,                0.76636,                0.85123,                0.69317,                0.84483,                0.75701,                0.81621,                0.64367,                0.66961,                 1.6136,                0.65861,                 1.0939,             0.00025265,             0.00025265,             0.00025265
                    355,                0.37461,                0.75155,                0.33134,                0.90469,                0.88084,                0.74766,                0.84979,                0.68897,                0.88084,                0.74766,                0.81946,                0.64724,                 0.6807,                 1.6345,                0.66249,                 1.1026,              0.0002477,              0.0002477,              0.0002477
                    356,                0.41917,                0.78156,                0.34826,                0.92324,                0.89398,                0.77103,                0.85889,                0.69277,                0.87773,                0.75701,                0.81778,                0.64585,                 0.6828,                 1.6579,                0.65284,                 1.1086,             0.00024275,             0.00024275,             0.00024275
                    357,                0.38646,                0.76786,                0.32354,                0.90554,                0.87093,                0.78831,                0.86284,                0.70011,                0.86061,                0.77897,                0.82286,                0.65283,                0.67709,                 1.6107,                0.64414,                 1.1028,              0.0002378,              0.0002378,              0.0002378
                    358,                 0.3951,                0.73859,                 0.3403,                0.91197,                0.88255,                0.77253,                 0.8563,                0.69391,                0.87224,                0.76568,                0.81989,                0.64968,                0.68342,                 1.6449,                0.66946,                 1.1009,             0.00023285,             0.00023285,             0.00023285
                    359,                0.37897,                0.68996,                0.32775,                0.90064,                0.86246,                 0.7757,                0.85127,                0.68718,                0.84649,                0.76168,                0.81341,                0.63902,                0.69092,                 1.6285,                0.67727,                  1.112,              0.0002279,              0.0002279,              0.0002279
                    360,                0.38459,                0.70799,                0.32222,                0.90423,                0.84048,                0.78787,                 0.8553,                0.69027,                0.83031,                0.77742,                0.81651,                0.64154,                0.69327,                  1.624,                0.67547,                  1.109,             0.00022295,             0.00022295,             0.00022295
                    361,                 0.3648,                0.76006,                0.32493,                0.89021,                0.88245,                0.75234,                0.84814,                0.68931,                0.87149,                0.74299,                0.81378,                0.64104,                0.69495,                 1.6464,                0.66416,                 1.1111,               0.000218,               0.000218,               0.000218
                    362,                0.37417,                0.73257,                0.31214,                 0.9046,                0.86523,                0.77998,                0.85427,                0.69548,                0.85486,                0.77064,                0.81688,                 0.6464,                0.69212,                 1.6196,                  0.659,                 1.1074,             0.00021305,             0.00021305,             0.00021305
                    363,                0.39321,                0.73308,                0.32879,                 0.9061,                0.84753,                0.78037,                0.84724,                0.68961,                0.83298,                0.76906,                0.80963,                0.64482,                0.68808,                 1.6103,                0.66033,                 1.1084,              0.0002081,              0.0002081,              0.0002081
                    364,                0.37355,                0.77007,                0.31881,                0.90798,                0.85297,                0.75903,                 0.8445,                0.68418,                0.83721,                0.74502,                  0.805,                0.64797,                0.68473,                 1.5985,                0.68079,                 1.1092,             0.00020315,             0.00020315,             0.00020315
                    365,                0.38215,                 0.7304,                0.31514,                0.90352,                0.88499,                0.75509,                0.85079,                0.68742,                0.86731,                0.73308,                0.81581,                0.64635,                0.69456,                 1.5906,                0.67815,                 1.1199,              0.0001982,              0.0001982,              0.0001982
                    366,                0.38519,                 0.7374,                0.33803,                0.91171,                0.87546,                0.75553,                0.85242,                0.69153,                 0.8552,                0.74299,                0.81756,                0.64828,                0.69051,                 1.6024,                0.67575,                 1.1182,             0.00019325,             0.00019325,             0.00019325
                    367,                0.38533,                0.75991,                0.32496,                 0.9192,                0.81988,                0.78505,                0.85098,                0.69204,                0.81012,                 0.7757,                0.81426,                0.64619,                0.69051,                 1.6196,                0.68629,                 1.1192,              0.0001883,              0.0001883,              0.0001883
                    368,                0.38177,                0.68816,                0.32773,                0.91094,                0.82243,                0.80079,                0.85336,                0.68924,                0.81763,                0.79612,                0.82482,                0.64781,                0.68545,                 1.6084,                0.67436,                 1.1146,             0.00018335,             0.00018335,             0.00018335
                    369,                0.38846,                0.73855,                0.32624,                 0.9049,                0.81791,                0.79439,                0.85187,                0.69078,                0.81961,                0.78037,                0.82222,                0.64694,                0.68749,                 1.6295,                0.67785,                 1.1132,              0.0001784,              0.0001784,              0.0001784
                    370,                0.38286,                0.72827,                0.32164,                0.91203,                0.85636,                0.78006,                0.85547,                 0.6926,                0.85123,                0.77538,                0.82486,                0.64465,                0.68462,                 1.6248,                0.65652,                 1.1119,             0.00017345,             0.00017345,             0.00017345
                    371,                0.39169,                0.74941,                0.32064,                0.90658,                0.85269,                0.78972,                0.85684,                0.69287,                0.83062,                0.80202,                0.82795,                0.64822,                0.68901,                 1.6331,                0.65084,                 1.1175,              0.0001685,              0.0001685,              0.0001685
                    372,                 0.3821,                0.73849,                0.32301,                0.91253,                0.84016,                0.78505,                0.85441,                0.69301,                0.83909,                0.78037,                0.82215,                0.64573,                0.70194,                 1.6543,                0.66157,                 1.1256,             0.00016355,             0.00016355,             0.00016355
                    373,                0.37801,                0.72566,                  0.309,                0.89861,                0.83056,                0.78972,                0.84755,                0.68489,                0.82073,                0.78037,                0.81733,                0.64061,                0.71157,                 1.6961,                 0.6756,                 1.1318,              0.0001586,              0.0001586,              0.0001586
                    374,                0.39205,                0.75424,                0.32919,                0.91059,                0.85412,                0.76606,                0.85087,                0.69122,                0.85221,                0.74299,                0.81821,                0.64121,                0.69756,                 1.7078,                0.66302,                 1.1223,             0.00015365,             0.00015365,             0.00015365
                    375,                0.36844,                0.74477,                0.32122,                 0.8966,                0.81187,                0.82681,                0.85795,                0.69846,                 0.8356,                0.78972,                0.82436,                 0.6465,                0.69831,                 1.6698,                0.64941,                 1.1187,              0.0001487,              0.0001487,              0.0001487
                    376,                 0.3785,                0.72354,                0.31907,                0.89985,                 0.8403,                0.81139,                0.86182,                0.70163,                0.83416,                0.79907,                0.82924,                0.65076,                0.69491,                 1.6281,                 0.6507,                 1.1134,             0.00014375,             0.00014375,             0.00014375
                    377,                0.39584,                0.80126,                0.32589,                0.89731,                0.81038,                0.81776,                 0.8585,                0.69842,                0.79471,                0.78972,                0.81352,                0.65049,                0.68673,                 1.6359,                0.65345,                 1.1064,              0.0001388,              0.0001388,              0.0001388
                    378,                0.37625,                 0.7012,                0.31209,                0.90561,                0.84021,                0.79907,                  0.858,                0.69896,                0.82922,                0.78972,                0.82465,                0.64955,                0.69166,                 1.6241,                0.66684,                 1.1136,             0.00013385,             0.00013385,             0.00013385
                    379,                0.38233,                0.70288,                0.31444,                  0.909,                0.85054,                0.79907,                0.85928,                0.69698,                0.83011,                0.78037,                0.81782,                0.65026,                0.69535,                 1.6096,                0.65478,                 1.1208,              0.0001289,              0.0001289,              0.0001289
                    380,                0.37613,                 0.7447,                0.32116,                0.90057,                 0.8699,                0.78972,                0.86033,                0.69827,                0.84238,                0.76636,                0.81604,                0.65065,                0.69899,                 1.6218,                0.65964,                 1.1232,             0.00012395,             0.00012395,             0.00012395
                    381,                0.36451,                0.68137,                0.32391,                0.91709,                0.84612,                0.79651,                0.86204,                0.70046,                0.82629,                  0.778,                 0.8222,                0.65512,                0.69822,                 1.6202,                0.65585,                 1.1247,               0.000119,               0.000119,               0.000119
                    382,                0.37409,                0.72402,                0.31567,                0.90262,                 0.8694,                0.76636,                0.86126,                 0.7018,                0.89846,                0.72897,                0.82504,                 0.6587,                0.69599,                 1.6415,                0.65661,                 1.1252,             0.00011405,             0.00011405,             0.00011405
                    383,                0.39682,                 0.7842,                0.33713,                0.91481,                0.84296,                0.80267,                 0.8619,                0.69544,                0.90064,                 0.7243,                0.82432,                0.65629,                0.68613,                 1.6461,                0.65835,                 1.1132,              0.0001091,              0.0001091,              0.0001091
                    384,                0.37317,                0.74218,                0.31046,                0.89917,                0.84601,                0.78037,                 0.8612,                0.70174,                0.83082,                0.76636,                0.81878,                0.65429,                0.67733,                 1.6354,                0.66662,                 1.1021,             0.00010415,             0.00010415,             0.00010415
                    385,                0.38076,                0.81215,                 0.3268,                0.90653,                0.81476,                 0.8016,                0.86255,                0.70518,                0.86102,                0.73832,                0.81784,                0.65766,                0.67027,                 1.6365,                0.65625,                 1.0957,               9.92e-05,               9.92e-05,               9.92e-05
                    386,                0.37217,                0.75255,                0.32384,                0.89863,                0.82459,                 0.8128,                0.86568,                0.70446,                0.87741,                0.73583,                0.82455,                 0.6577,                0.67242,                 1.6138,                0.65654,                 1.0993,              9.425e-05,              9.425e-05,              9.425e-05
                    387,                 0.3911,                0.74853,                 0.3112,                0.91471,                0.83557,                0.79439,                 0.8667,                0.70354,                0.83777,                 0.7757,                0.82319,                0.65589,                0.68887,                 1.6278,                0.66011,                 1.1151,               8.93e-05,               8.93e-05,               8.93e-05
                    388,                0.36221,                0.71498,                0.31966,                0.89767,                0.85844,                0.79346,                0.86766,                0.70751,                0.84273,                0.77623,                0.82945,                0.65929,                0.69832,                 1.6318,                  0.648,                 1.1263,              8.435e-05,              8.435e-05,              8.435e-05
                    389,                0.37543,                0.72438,                0.31125,                0.90094,                0.86125,                0.78037,                0.86697,                0.70812,                0.85052,                0.77103,                0.82758,                0.66258,                0.69917,                 1.6242,                0.64529,                 1.1218,               7.94e-05,               7.94e-05,               7.94e-05
                    390,                0.37542,                 0.7518,                0.30703,                  0.896,                0.86371,                0.78972,                0.86981,                0.71034,                0.84765,                 0.7757,                0.83032,                0.66069,                0.69815,                 1.6446,                0.64459,                 1.1207,              7.445e-05,              7.445e-05,              7.445e-05
                    391,                 0.3072,                0.66706,                0.28368,                0.86727,                0.80623,                0.81659,                0.85835,                  0.696,                0.87526,                 0.7243,                0.81514,                0.65676,                0.69041,                 1.6361,                0.65252,                   1.12,               6.95e-05,               6.95e-05,               6.95e-05
                    392,                 0.3038,                0.62739,                0.27261,                0.87315,                 0.8782,                0.74127,                0.84996,                0.69067,                0.84931,                0.72897,                0.80449,                0.64878,                0.69543,                 1.6606,                0.65684,                 1.1292,              6.455e-05,              6.455e-05,              6.455e-05
                    393,                0.29255,                0.64649,                  0.256,                0.86562,                0.87441,                0.74299,                0.84821,                  0.683,                0.85231,                 0.7243,                0.80385,                0.64579,                0.70867,                 1.7071,                0.67238,                 1.1455,               5.96e-05,               5.96e-05,               5.96e-05
                    394,                0.30027,                0.63749,                 0.2639,                0.86621,                0.91636,                0.71678,                0.83944,                0.68045,                0.89844,                0.70276,                0.80237,                0.64593,                0.70627,                  1.695,                0.67833,                 1.1419,              5.465e-05,              5.465e-05,              5.465e-05
                    395,                0.28759,                 0.5916,                0.24282,                0.84713,                0.91241,                 0.7243,                0.84783,                0.68634,                0.91525,                0.71028,                0.80945,                0.64955,                0.70603,                  1.667,                0.69161,                 1.1397,               4.97e-05,               4.97e-05,               4.97e-05
                    396,                0.29662,                0.60577,                0.25239,                0.85354,                0.91232,                 0.7243,                0.84885,                0.68567,                0.89701,                0.71028,                0.81029,                0.65126,                 0.7083,                 1.6686,                0.68338,                 1.1429,              4.475e-05,              4.475e-05,              4.475e-05
                    397,                0.31538,                0.66397,                0.25752,                0.87487,                0.91367,                0.73832,                0.85674,                0.69304,                0.89608,                 0.7243,                 0.8176,                0.66164,                0.70288,                 1.6494,                0.66532,                 1.1382,               3.98e-05,               3.98e-05,               3.98e-05
                    398,                0.27426,                0.61088,                0.22456,                0.82979,                0.91585,                0.73832,                0.85554,                0.69295,                0.90006,                 0.7243,                0.81643,                0.65884,                0.70382,                 1.6565,                0.66074,                 1.1373,              3.485e-05,              3.485e-05,              3.485e-05
                    399,                0.29686,                0.61235,                0.24895,                0.87315,                0.88979,                0.74766,                0.85576,                0.69526,                0.87297,                0.73364,                0.82136,                0.66305,                 0.7024,                 1.6548,                 0.6534,                 1.1415,               2.99e-05,               2.99e-05,               2.99e-05
